troop_id,name_singular,name_plural
knight_3_19,Roxolanian Lord,Anande
knight_3_11,Iazyges Lord,Punaiyse
knight_3_14,Iazyges Lord,Punaraksite
knight_3_17,Iazyges Lord,Punyamitre
knight_3_20,Iazyges Lord,Kimne
knight_4_5,Germanic Lord,Ambri
knight_4_6,Germanic Lord,Aktumer
knight_4_7,Germanic Lord,Chariovalda
knight_4_8,Germanic Lord,Hariowald
knight_4_9,Germanic Lord,Arbomund
knight_4_10,Germanic Lord,Baldogais
knight_4_11,Germanic Lord,Eidric
knight_4_12,Germanic Lord,Gundmar
knight_4_12_1,Germanic Lord,Bauto
knight_4_13,Germanic Lord,Ingbald
knight_4_14,Germanic Lord,Eidgais
knight_4_15,Germanic Lord,Geric
knight_4_16,Germanic Lord,Siglaik
knight_4_17,Germanic Lord,Sigric
knight_4_18,Germanic Lord,Tramric
knight_4_19,Germanic Lord,Waldmund
knight_4_20,Germanic Lord,Walrauc
knight_4_21,Germanic Lord,Eidgast
knight_17_1,Judean Lord,Joshua ben Gamla
knight_17_2,Judean Lord,Eleazar ben Hanania
knight_17_3,Judean Lord,Simon bar Giora
knight_19_1,Batava Lord,Brinno
knight_19_2,Batava Lord,Julius Tutor
knight_19_3,Batava Lord,Julius Classicus
legatus_1,Legatus Lucius Calpurnius Licinianus,Lucius Calpurnius Licinianus
legatus_2,Legatus Q. Sulpicius Camerinus,Q. Sulpicius Camerinus
legatus_3,Legatus Aulus Germanicus Vitellius,Aulus Germanicus Vitellius
legatus_4,Legatus Aulus Alienus Caecina,Aulus Alienus Caecina
legatus_5,Legatus Mamercus Cornelius,Mamercus Cornelius
legatus_6,Legatus Servius Cornelius,Servius Cornelius
legatus_7,Legatus Sextus Fabius,Sextus Fabius
legatus_8,Legatus P. Fabius Pio,P. Fabius Pio
legatus_9,Legatus Salvius Otho Titianus,Salvius Otho Titianus
legatus_10,Legatus Caesennius Paetus,Caesennius Paetus
legatus_11,Legatus T. Flavius Vespasianus,T. Flavius Vespasianus
legatus_12,Legatus Kaeso Flavius,Kaeso Flavius
aux_commander_1,P. Verginius Ibericus,P. Verginius Ibericus
aux_commander_2,Marcus Pontius,Marcus Pontius
aux_commander_3,Tertius Paccius,Tertius Paccius
aux_commander_12,Cornelius Scipio Asiaticus,Cornelius Scipio Asiaticus
statthalter_1,Preator Lucius Sulpicius,Lucius Sulpicius
statthalter_2,Preator Servius Sulpicius,Servius Sulpicius
statthalter_3,Preator Lucius Vitellius,Lucius Vitellius
statthalter_4,Preator Aulus Petronianus Vitellius,Aulus Petronianus Vitellius
statthalter_5,Preator Primus Cornelius,Primus Cornelius
statthalter_6,Preator Secundus Cornelius,Secundus Cornelius
statthalter_7,Preator Manius Fabius,Manius Fabius
statthalter_8,Preator Titus Fabius,Titus Fabius
statthalter_9,Preator Marcus Salvius Otho,Marcus Salvius Otho
statthalter_10,Preator Gnaeus Salvius Otho,Gnaeus Salvius Otho
statthalter_11,Preator Flavius Sabinus minor,Flavius Sabinus minor
statthalter_11_1,Preator Abronius Hostius,Abronius Hostius
statthalter_11_2,Preator Caerellius Falminius,Caerellius Falminius
statthalter_11_3,Preator Laenius Matius,Laenius Matius
statthalter_12,Preator Hostus Flavius,Hostus Flavius
senator_1,Proconsul Ocella Sulpicius Galba,Ocella Sulpicius Galba
senator_2,Consul Aulus Vitellius,Aulus Vitellius
senator_3,Proconsul P. Cornelius Scipio,P. Cornelius Scipio
senator_4,Consul Primus Fabius,Primus Fabius
senator_5,Proconsul Lucius Salvius Otho,Lucius Salvius Otho
senator_6,Proconsul T. Flavius Sabinus,T. Flavius Sabinus
senator_7,Proconsul Marcus maior Flavius,Marcus maior Flavius
aux_commander_4,Quartus Mallius,Quartus Mallius
aux_commander_5,Decimus Lucilius,Decimus Lucilius
aux_commander_6,Spurius Gabinius,Spurius Gabinius
aux_commander_7,Gallus Duilius,Gallus Duilius
aux_commander_8,Quintus Fabricius,Quintus Fabricius
aux_commander_9,Secundus Ateius,Secundus Ateius
aux_commander_10,Primus Asinius,Primus Asinius
aux_commander_11,Marcus Secundus Dulius,Marcus Secundus Dulius
aux_commander_13,Vetus Africanus,Vetus Africanus
aux_commander_14,Lucius Rimolus,Lucius Rimolus
aux_commander_15,Sextus L. Totul,Sextus L. Totul
statthalter_new_1,Marcus Cocceius Nerva,Marcus Cocceius Nerva
statthalter_new_2,L. Verginius Rufus,L. Verginius Rufus
statthalter_new_3,L. Asinius Verrucosus,L. Asinius Verrucosus
statthalter_new_4,Q. Petillius Cerialis,Q. Petillius Cerialis
statthalter_new_5,Caesius Nasica,Caesius Nasica
statthalter_new_6,G. Suetonius Paulinus,G. Suetonius Paulinus
statthalter_new_7,G. Alpinus Classicianus,G. Alpinus Classicianus
statthalter_new_8,P. Petronius Turpilianus,P. Petronius Turpilianus
statthalter_new_9,Aulus Marius Celsus,Aulus Marius Celsus
statthalter_new_10,Aulus Ducenius Geminus,Aulus Ducenius Geminus
statthalter_new_11,Fonteius Capito,Fonteius Capito
statthalter_new_12,Caeselius Bassus,Caeselius Bassus
aux_commander_new_1,Marcus Ambivulus,Marcus Ambivulus
aux_commander_new_2,Baebius Massa,Baebius Massa
aux_commander_new_3,Caius Largennius,Caius Largennius
aux_commander_new_4,Calpurnius Fabatus,Calpurnius Fabatus
aux_commander_new_5,G. Caristanius Fronto,G. Caristanius Fronto
aux_commander_new_6,Cassius Chaerea,Cassius Chaerea
aux_commander_new_7,Claudius Labeo,Claudius Labeo
aux_commander_new_8,Lucius Clodius Macer,Lucius Clodius Macer
aux_commander_new_9,Gnaeus Pinarius,Gnaeus Pinarius
aux_commander_new_10,Bantius Caelius,Bantius Caelius
aux_commander_new_11,Canutius Didius,Canutius Didius
aux_commander_new_12,Durmius Hirrius,Durmius Hirrius
aux_commander_new_13,Falcidius Marius,Falcidius Marius
aux_commander_new_14,Fufius Ranius,Fufius Ranius
aux_commander_new_15,Iunius Talius,Iunius Talius
aux_commander_new_16,Nymphidius Sabinus,Nymphidius Sabinus
aux_commander_new_17,Cornelius Laco,Cornelius Laco
aux_commander_new_18,Titus Vespasianus,Titus Vespasianus
knight_1_1_wife,Error - FUCKER should not appear in game,Error - FUCKER should not appear in game
kingdom_1_lady_1,Dacian Lady,Duccidava
kingdom_1_lady_2,Dacian Lady,Rescuturme
kingdom_1_lady_3,Dacian Lady,Zina
kingdom_1_lady_4,Dacian Lady,Petriturme
kingdom_l_lady_5,Dacian Lady,Zinai
kingdom_1_lady_6,Dacian Lady,Oriza
kingdom_1_lady_7,Dacian Lady,Roibana
kingdom_1_lady_8,Dacian Ladyl,Zindurme
kingdom_1_lady_9,Dacian Lady,Raina
kingdom_1_lady_10,Dacian Lady,Sanziana
kingdom_1_lady_11,Dacian Lady,Claria
kingdom_1_lady_12,Dacian Lady,Eccana
kingdom_l_lady_13,Dacian Lady,Rescuturme Durasa
kingdom_1_lady_14,Dacian Lady,Zina Komoza
kingdom_1_lady_15,Dacian Lady,Boadila Zinnica
kingdom_1_lady_16,Dacian Lady,Duccidava Tiata
kingdom_1_lady_17,Dacian Lady,Petriturme Rholica
kingdom_1_lady_18,Dacian Lady,Piepora
kingdom_1_lady_19,Dacian Lady,Moskosa
kingdom_1_lady_20,Dacian Lady,Tiata
kingdom_2_lady_1,Celtic Lady,Aife
kingdom_2_lady_2,Celtic Lady,Cingetessa
kingdom_2_lady_3,Celtic Lady,Vassura
kingdom_2_lady_4,Celtic Lady,Allauna
kingdom_2_lady_5,Celtic Lady,Rhiannon
kingdom_3_lady_1,Bosporan Lady,Ampratasene
kingdom_3_lady_2,Bosporan Lady,Gepaepyris
kingdom_3_lady_3,Bosporan Lady,Arjuna
kingdom_3_lady_4,Bosporan Lady,Demetria
kingdom_3_lady_5,Bosporan Lady,Eurydike
kingdom_3_lady_6,Bosporan Lady,Apollonia
kingdom_3_lady_7,Bosporan Lady,Julia Nephoris
kingdom_3_lady_8,Bosporan Lady,Sudarsane
kingdom_4_lady_1,Germanic Lady,Eidburg
kingdom_4_lady_2,Germanic Lady,Actihild
kingdom_4_lady_3,Germanic Lady,Gundhild
kingdom_4_lady_4,Germanic Lady,Sigihild
kingdom_5_lady_1,Iberian Lady,Amastris
kingdom_5_lady_9,Iberian Lady,Artazostre
kingdom_5_lady_18,Iberian Lady,Surena
kingdom_5_lady_2,Albanian Lady,Barsine
kingdom_5_lady_10,Albanian Lady,Parmys
kingdom_5_lady_19,Albanian Lady,Artashidala
kingdom_5_lady_3,Kolchian Lady,Rinu
kingdom_5_lady_12,Armenian Lady,Sisygambis
kingdom_5_lady_4,Armenian Lady,Arystone
kingdom_5_lady_5,Armenian Lady,Amytis
kingdom_5_lady_6,Armenian Lady,Damaspia
kingdom_5_lady_7,Armenian Lady,Vashti
kingdom_5_lady_8,Armenian Lady,Rhoxane
kingdom_5_lady_11,Kolchian Lady,Artakama
kingdom_5_lady_13,Armenian Lady,Artystone
kingdom_5_lady_14,Armenian Lady,Parysatis
kingdom_5_lady_15,Armenian Lady,Artanis
kingdom_5_lady_16,Armenian Lady,Atossa
kingdom_5_lady_17,Armenian Lady,Phaedymia
kingdom_5_lady_20,Armenian Lady,Menida
kingdom_6_lady_1,Osrhoenian Lady,Stateira
kingdom_6_lady_9,Osrhoenian Lady,Ifar Mihranid
kingdom_6_lady_2,Parthian Lady,Vashti Arkhid
kingdom_6_lady_3,Parthian Lady,Theoxene
kingdom_6_lady_4,Parthian Lady,Orypetis Pacorid
kingdom_6_lady_5,Parthian Lady,Artadukht
kingdom_6_lady_6,Parthian Lady,Vardanidala
kingdom_6_lady_7,Parthian Lady,Amat-Nabu
kingdom_6_lady_8,Parthian Lady,Gobryasidisa
kingdom_6_lady_10,Parthian Lady,Chosroidaya
kingdom_6_lady_11,Parthian Lady,Dula Bagabignid
kingdom_6_lady_12,Parthian Lady,Rhoxane Cambysid
kingdom_6_lady_13,Parthian Lady,Shamshia
kingdom_6_lady_14,Parthian Lady,Zandina Suren
kingdom_6_lady_15,Parthian Lady,Samiya
kingdom_6_lady_16,Parthian Lady,Aridisa
kingdom_6_lady_17,Parthian Lady,Orontidisa Arsacid
kingdom_6_lady_18,Parthian Lady,Savacidisa Arsacid
kingdom_6_lady_19,Parthian Lady,Artakamasa Arsacid
kingdom_6_lady_20,Parthian Lady,Suridisa
kingdom_7_lady_1,Poppaea Sabina,Poppaea Sabina
kingdom_7_lady_2,Statilia Messalina,Statilia Messalina
kingdom_7_lady_3,Aemilia Lepida,Aemilia Lepida
kingdom_7_lady_4,Sulpicia Drusilla,Sulpicia Drusilla
kingdom_7_lady_5,Galeria Fundana,Galeria Fundana
kingdom_7_lady_6,Vitellia Aula,Vitellia Aula
kingdom_7_lady_7,Messalina Tertia,Messalina Tertia
kingdom_7_lady_8,Cornelia Maxima,Cornelia Maxima
kingdom_7_lady_9,Fabrica,Fabrica
kingdom_7_lady_10,Fabia Horatia,Fabia Horatia
kingdom_7_lady_11,Albia Terentia,Albia Terentia
kingdom_7_lady_0,Flavia Sabina,Flavia Sabina
kingdom_7_lady_12,Valeria Victrix,Valeria Victrix
kingdom_7_lady_13,Vespasia Polla,Vespasia Polla
kingdom_7_lady_14,Sulpicia Achaica,Sulpicia Achaica
kingdom_7_lady_15,Coponia,Coponia
kingdom_7_lady_16,Vitellia Tertia,Vitellia Tertia
kingdom_7_lady_17,Iunia Triaria,Iunia Triaria
kingdom_7_lady_18,Cornelia Secunda,Cornelia Secunda
kingdom_7_lady_19,Cornelia Quinta,Cornelia Quinta
kingdom_7_lady_20,Fabia Pia,Fabia Pia
kingdom_7_lady_21,Fabia Aura,Fabia Aura
kingdom_7_lady_22,Salvia Minor,Salvia Minor
kingdom_7_lady_23,Plautilla,Plautilla
kingdom_7_lady_24,Flavia Vespasia,Flavia Vespasia
kingdom_7_lady_25,Flavia Victrix,Flavia Victrix
kingdom_7_lady_26,Abronia Tullia,Abronia Tullia
kingdom_7_lady_27,Domitilla,Domitilla
kingdom_7_lady_28,Domitilla minor,Domitilla minor
kingdom_7_lady_new_1,Cocceia Prima,Cocceia Prima
kingdom_7_lady_new_2,Verginia Aurora,Verginia Aurora
kingdom_7_lady_new_3,Asinia Stulta,Asinia Stulta
kingdom_7_lady_new_4,Verania Gemina,Verania Gemina
kingdom_2_lady_6,Celtic Lady,Airmed
kingdom_2_lady_7,Celtic Lady,Conna
kingdom_2_lady_8,Celtic Lady,Vinoma
kingdom_2_lady_9,Celtic Lady,Alatucca
kingdom_2_lady_10,Celtic Lady,Andraste
kingdom_2_lady_11,Celtic Lady,Banna
kingdom_2_lady_12,Celtic Lady,Catia
kingdom_2_lady_13,Celtic Lady,Vorvena
kingdom_2_lady_14,Celtic Lady,Aessicunia
kingdom_2_lady_15,Celtic Lady,Iouga
kingdom_2_lady_16,Celtic Lady,Billica
kingdom_2_lady_17,Celtic Lady,Carssouna
kingdom_2_lady_18,Celtic Lady,Urca Veloriga
kingdom_2_lady_19,Celtic Lady,Bodicacia
kingdom_2_lady_20,Celtic Lady,Cartimandua
kingdom_3_lady_9,Siracian Lady,Arunavati
kingdom_3_lady_10,Siracian Lady,Canca
kingdom_3_lady_12,Siracian Lady,Purnaya
kingdom_3_lady_13,Siracian Lady,Santa
kingdom_3_lady_14,Iazyges Lady,Sumagati
kingdom_3_lady_11,Iazyges Lady,Maya
kingdom_3_lady_17,Iazyges Lady,Kosthile
kingdom_3_lady_20,Iazyges Lady,Sumaise
kingdom_3_lady_15,Roxolanian Lady,Upatisye
kingdom_3_lady_16,Roxolanian Lady,Yasaraksite
kingdom_3_lady_18,Roxolanian Lady,Raknaska
kingdom_3_lady_19,Roxolanian Lady,Vasisthe
kingdom_4_lady_5,Germanic Lady,Aschild
kingdom_4_lady_6,Germanic Lady,Eidhild
kingdom_4_lady_7,Germanic Lady,Hildborg
kingdom_4_lady_8,Germanic Lady,Ingiburg
kingdom_4_lady_9,Germanic Lady,Baldhild
kingdom_4_lady_10,Germanic Lady,Casthild
kingdom_4_lady_11,Germanic Lady,Eidwalda
kingdom_4_lady_12,Germanic Lady,Hramburga
kingdom_4_lady_13,Germanic Lady,Richild
kingdom_4_lady_14,Germanic Lady,Castiburga
kingdom_4_lady_15,Germanic Lady,Gerrhild
kingdom_4_lady_16,Germanic Lady,Thusnelda
kingdom_4_lady_17,Germanic Lady,Sunhild
kingdom_4_lady_18,Germanic Lady,Theothild
kingdom_4_lady_19,Germanic Lady,Aschilda
kingdom_4_lady_20,Germanic Lady,Thurishilda
kingdom_19_lady_1,GermanicLady,Veleda
gwenhwyfar,Gwenhwyfar,Gwenhwyfar
thestia_tomitia,Thestia Domitia,Thestia Domitia
antonia,Claudia Antonia,Claudia Antonia
heroes_end,{!}heroes end,{!}heroes end
town_1_slave_trader,Slave Trader,{!}Town 1 Slave Trader
town_2_slave_trader,Slave Trader,{!}Town 2 Slave Trader
town_3_slave_trader,Slave Trader,{!}Town 3 Slave Trader
town_4_slave_trader,Slave Trader,{!}Town 4 Slave Trader
town_5_slave_trader,Slave Trader,{!}Town 5 Slave Trader
town_6_slave_trader,Slave Trader,{!}Town 6 Slave Trader
town_7_slave_trader,Slave Trader,{!}Town 7 Slave Trader
town_8_slave_trader,Slave Trader,{!}Town 8 Slave Trader
town_9_slave_trader,Slave Trader,{!}Town 9 Slave Trader
town_10_slave_trader,Slave Trader,{!}Town 10 Slave Trader
town_11_slave_trader,Slave Trader,{!}Town 11 Slave Trader
town_12_slave_trader,Slave Trader,{!}Town 12 Slave Trader
town_13_slave_trader,Slave Trader,{!}Town 13 Slave Trader
town_14_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_15_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_16_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_17_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_18_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_19_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_20_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_21_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_22_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_23_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_24_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_25_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_26_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_27_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_28_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_29_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_30_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_31_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_32_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_33_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_34_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_35_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_36_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_37_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_38_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_39_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_40_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_41_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_42_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_43_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_44_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_45_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_46_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_47_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_48_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_49_slave_trader,Slave Trader,{!}Town 14 Slave Trader
town_1_seneschal,Praefectus,{!}Town 1 Seneschal
town_2_seneschal,Praefectus,{!}Town 2 Seneschal
town_3_seneschal,Praefectus,{!}Town 3 Seneschal
town_4_seneschal,Praefectus,{!}Town 4 Seneschal
town_5_seneschal,Praefectus,{!}Town 5 Seneschal
town_6_seneschal,Praefectus Romulus,{!}Town 6 Seneschal
town_7_seneschal,Praefectus,{!}Town7 Seneschal
town_8_seneschal,Praefectus,{!}Town 8 Seneschal
town_9_seneschal,Praefectus,{!}Town 9 Seneschal
town_10_seneschal,Praefectus,{!}Town 10 Seneschal
town_11_seneschal,Praefectus,{!}Town 11 Seneschal
town_12_seneschal,Praefectus,{!}Town 12 Seneschal
town_13_seneschal,Praefectus,{!}Town 13 Seneschal
town_14_seneschal,Praefectus,{!}Town 14 Seneschal
town_15_seneschal,Praefectus,{!}Town 14 Seneschal
town_16_seneschal,Praefectus,{!}Town 14 Seneschal
town_17_seneschal,Praefectus,{!}Town 14 Seneschal
town_18_seneschal,Praefectus,{!}Town 14 Seneschal
town_19_seneschal,Praefectus,{!}Town 14 Seneschal
town_20_seneschal,Praefectus,{!}Town 14 Seneschal
town_21_seneschal,Praefectus,{!}Town 14 Seneschal
town_22_seneschal,Praefectus,{!}Town 14 Seneschal
town_23_seneschal,Praefectus,{!}Town 14 Seneschal
town_24_seneschal,Praefectus,{!}Town 14 Seneschal
town_25_seneschal,Praefectus,{!}Town 14 Seneschal
town_26_seneschal,Praefectus,{!}Town 14 Seneschal
town_27_seneschal,Praefectus,{!}Town 14 Seneschal
town_28_seneschal,Praefectus Scipio,{!}Town 14 Seneschal
town_29_seneschal,Praefectus,{!}Town 14 Seneschal
town_30_seneschal,Praefectus,{!}Town 14 Seneschal
town_31_seneschal,Praefectus,{!}Town 14 Seneschal
town_32_seneschal,Praefectus,{!}Town 14 Seneschal
town_33_seneschal,Praefectus,{!}Town 14 Seneschal
town_34_seneschal,Praefectus,{!}Town 14 Seneschal
town_35_seneschal,Praefectus,{!}Town 14 Seneschal
town_36_seneschal,Praefectus,{!}Town 14 Seneschal
town_37_seneschal,Praefectus,{!}Town 14 Seneschal
town_38_seneschal,Praefectus,{!}Town 14 Seneschal
town_39_seneschal,Praefectus,{!}Town 14 Seneschal
town_40_seneschal,Praefectus,{!}Town 14 Seneschal
town_41_seneschal,Praefectus,{!}Town 14 Seneschal
town_42_seneschal,Praefectus,{!}Town 14 Seneschal
town_43_seneschal,Praefectus,{!}Town 14 Seneschal
town_44_seneschal,Praefectus,{!}Town 14 Seneschal
town_45_seneschal,Praefectus,{!}Town 14 Seneschal
town_46_seneschal,Praefectus,{!}Town 14 Seneschal
town_47_seneschal,Praefectus,{!}Town 14 Seneschal
town_48_seneschal,Praefectus,{!}Town 14 Seneschal
town_49_seneschal,Praefectus,{!}Town 14 Seneschal
castle_1_seneschal,Praefectus Castrorum,{!}Castle 1 Seneschal
castle_2_seneschal,Praefectus Castrorum,{!}Castle 2 Seneschal
castle_3_seneschal,Praefectus Castrorum,{!}Castle 3 Seneschal
castle_4_seneschal,Praefectus Castrorum,{!}Castle 4 Seneschal
castle_5_seneschal,Praefectus Castrorum,{!}Castle 5 Seneschal
castle_6_seneschal,Praefectus Castrorum,{!}Castle 6 Seneschal
castle_7_seneschal,Praefectus Castrorum,{!}Castle 7 Seneschal
castle_8_seneschal,Praefectus Castrorum,{!}Castle 8 Seneschal
castle_9_seneschal,Praefectus Castrorum,{!}Castle 9 Seneschal
castle_10_seneschal,Praefectus Castrorum,{!}Castle 10 Seneschal
castle_11_seneschal,Praefectus Castrorum,{!}Castle 11 Seneschal
castle_12_seneschal,Praefectus Castrorum,{!}Castle 2 Seneschal
castle_13_seneschal,Praefectus Castrorum,{!}Castle 3 Seneschal
castle_14_seneschal,Praefectus Castrorum,{!}Castle 4 Seneschal
castle_15_seneschal,Praefectus Castrorum,{!}Castle 5 Seneschal
castle_16_seneschal,Praefectus Castrorum,{!}Castle 6 Seneschal
castle_17_seneschal,Praefectus Castrorum,{!}Castle 7 Seneschal
castle_18_seneschal,Praefectus Castrorum,{!}Castle 8 Seneschal
castle_19_seneschal,Praefectus Castrorum,{!}Castle 9 Seneschal
castle_20_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_21_seneschal,Praefectus Castrorum,{!}Castle 11 Seneschal
castle_22_seneschal,Praefectus Castrorum,{!}Castle 2 Seneschal
castle_23_seneschal,Praefectus Castrorum,{!}Castle 3 Seneschal
castle_24_seneschal,Praefectus Castrorum,{!}Castle 4 Seneschal
castle_25_seneschal,Praefectus Castrorum,{!}Castle 5 Seneschal
castle_26_seneschal,Praefectus Castrorum,{!}Castle 6 Seneschal
castle_27_seneschal,Praefectus Castrorum,{!}Castle 7 Seneschal
castle_28_seneschal,Praefectus Castrorum,{!}Castle 8 Seneschal
castle_29_seneschal,Praefectus Castrorum,{!}Castle 9 Seneschal
castle_30_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_31_seneschal,Praefectus Castrorum,{!}Castle 11 Seneschal
castle_32_seneschal,Praefectus Castrorum,{!}Castle 2 Seneschal
castle_33_seneschal,Praefectus Castrorum,{!}Castle 3 Seneschal
castle_34_seneschal,Praefectus Castrorum,{!}Castle 4 Seneschal
castle_35_seneschal,Praefectus Castrorum,{!}Castle 5 Seneschal
castle_36_seneschal,Praefectus Castrorum,{!}Castle 6 Seneschal
castle_37_seneschal,Praefectus Castrorum,{!}Castle 7 Seneschal
castle_38_seneschal,Praefectus Castrorum,{!}Castle 8 Seneschal
castle_39_seneschal,Praefectus Castrorum,{!}Castle 9 Seneschal
castle_40_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_41_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_42_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_43_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_44_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_45_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_46_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_47_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_48_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_49_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_50_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_51_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_52_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_53_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_54_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_55_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_56_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_57_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_58_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_59_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_60_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_61_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_62_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_63_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_64_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_65_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_66_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_67_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_68_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_69_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_70_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_71_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_72_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_73_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_74_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_75_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_76_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_77_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_78_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_79_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
castle_80_seneschal,Praefectus Castrorum,{!}Castle 20 Seneschal
town_1_arena_master,Auctor,{!}Auctor
town_2_arena_master,Auctor,{!}Auctor
town_3_arena_master,Auctor,{!}Auctor
town_4_arena_master,Auctor,{!}Auctor
town_5_arena_master,Auctor,{!}Auctor
town_6_arena_master,Auctor Caracalla,{!}Auctor
town_7_arena_master,Auctor,{!}Auctor
town_8_arena_master,Auctor,{!}Auctor
town_9_arena_master,Auctor,{!}Auctor
town_10_arena_master,Auctor,{!}Auctor
town_11_arena_master,Auctor,{!}Auctor
town_12_arena_master,Auctor,{!}Auctor
town_13_arena_master,Auctor,{!}Auctor
town_14_arena_master,Auctor,{!}Auctor
town_15_arena_master,Auctor,{!}Auctor
town_16_arena_master,Auctor,{!}Auctor
town_17_arena_master,Auctor,{!}Auctor
town_18_arena_master,Auctor,{!}Auctor
town_19_arena_master,Auctor,{!}Auctor
town_20_arena_master,Auctor,{!}Auctor
town_21_arena_master,Auctor,{!}Auctor
town_22_arena_master,Auctor,{!}Auctor
town_23_arena_master,Auctor,{!}Auctor
town_24_arena_master,Auctor,{!}Auctor
town_25_arena_master,Auctor,{!}Auctor
town_26_arena_master,Auctor,{!}Auctor
town_27_arena_master,Auctor,{!}Auctor
town_28_arena_master,Auctor,{!}Auctor
town_29_arena_master,Auctor,{!}Auctor
town_30_arena_master,Auctor,{!}Auctor
town_31_arena_master,Auctor,{!}Auctor
