stringsfile version 1
8840
str_no_string NO_STRING!
str_ive_decided_to_stick_with_s14_i_dont_want_to_talk_about_this_matter_any_more I've_decided_to_stick_with_{s14}._I_don't_want_to_talk_about_this_matter_any_more.
str_lord_pledges_to_s4 {!}DEBUG_:_Lord_pledges_to_{s4}
str_lord_recruitment_provokes_home_faction {!}DEBUG_:_Lord_recruitment_provokes_home_faction
str_ERROR__wrong_quest_type {!}ERROR_-_Wrong_quest_type
str_you_are_challenging_me_to_a_duel_how_droll_as_you_wish_playername_it_will_be_good_sport_to_bash_your_head_in You_are_challenging_me_to_a_duel?_How_droll!_As_you_wish,_{playername},_it_will_be_good_sport_to_bash_your_head_in.
str_call_me_coward_very_well_you_leave_me_no_choice Call_me_coward?_Very_well,_you_leave_me_no_choice.
str_reg3_hours {reg3}_hours.
str_hour hour.
str_however_circumstances_have_changed_since_we_made_that_decision_and_i_may_reconsider_shortly_s16 However,_circumstances_have_changed_since_we_made_that_decision,_and_I_may_reconsider_shortly._{s16}
str_i_wish_to_marry_your_s11_s10_i_ask_for_your_blessing I_wish_to_marry_your_{s11},_{s10}._I_ask_for_your_blessing.
str_i_wish_to_marry_your_s11_s10_i_ask_for_your_help I_wish_to_marry_your_{s11},_{s10}._I_ask_for_your_help.
str_you_plan_to_marry_s3_at_a_feast_hosted_by_s4_in_s5_you_should_be_notifed_of_the_feast_as_soon_as_it_is_held You_plan_to_marry_{s3}_at_a_feast_hosted_by_{s4}_in_{s5}._You_should_be_notifed_of_the_feast_as_soon_as_it_is_held.
str_your_s11_ your_{s11},_
str_i_ask_again_may I_ask_again:_may
str_may May
str_very_well_as_far_as_im_concerned_i_suppose_she_can_see_most_anyone_she_likes__within_reason_of_course Very_well._As_far_as_I'm_concerned,_I_suppose_she_can_see_most_anyone_she_likes_-_within_reason,_of_course.
str_very_well_an_alliance_with_you_could_be_valuable_go_chat_with_her_and_see_if_you_can_get_her_to_take_a_fancy_to_you_if_she_doesnt_and_if_we_still_want_to_conclude_this_business_then_i_can_make_her_see_reason Very_well._An_alliance_with_you_could_be_valuable._Go_chat_with_her,_and_see_if_you_can_get_her_to_take_a_fancy_to_you._If_she_doesn't,_and_if_we_still_want_to_conclude_this_business,_then_I_can_make_her_see_reason.
str_you_have_my_blessing_to_pay_suit_to_her__so_long_as_your_intentions_are_honorable_of_course_depending_on_how_things_proceed_between_you_two_we_may_have_more_to_discuss_at_a_later_date You_have_my_blessing_to_pay_suit_to_her_--_so_long_as_your_intentions_are_honorable,_of_course._Depending_on_how_things_proceed_between_you_two,_we_may_have_more_to_discuss_at_a_later_date.
str_war_damage_inflicted_reg3_suffered_reg4_ratio_reg5 {!}DEBUG_:_War_damage_inflicted:_{reg3},_suffered:_{reg4},_ratio:_{reg5}
str_ERROR__did_not_calculate_war_progress_string_properly {!}ERROR_-_did_not_calculate_war_progress_string_properly
str_the_war_has_barely_begun_so_and_it_is_too_early_to_say_who_is_winning_and_who_is_losing The_war_has_barely_begun,_so_and_it_is_too_early_to_say_who_is_winning_and_who_is_losing.
str_we_have_been_hitting_them_very_hard_and_giving_them_little_chance_to_recover We_have_been_hitting_them_very_hard,_and_giving_them_little_chance_to_recover.
str_the_fighting_has_been_hard_but_we_have_definitely_been_getting_the_better_of_them The_fighting_has_been_hard,_but_we_have_definitely_been_getting_the_better_of_them.
str_they_have_been_hitting_us_very_hard_and_causing_great_suffering They_have_been_hitting_us_very_hard,_and_causing_great_suffering.
str_the_fighting_has_been_hard_and_i_am_afraid_that_we_have_been_having_the_worst_of_it The_fighting_has_been_hard,_and_I_am_afraid_that_we_have_been_having_the_worst_of_it.
str_both_sides_have_suffered_in_the_fighting Both_sides_have_suffered_in_the_fighting.
str_no_clear_winner_has_yet_emerged_in_the_fighting_but_i_think_we_are_getting_the_better_of_them No_clear_winner_has_yet_emerged_in_the_fighting,_but_I_think_we_are_getting_the_better_of_them.
str_no_clear_winner_has_yet_emerged_in_the_fighting_but_i_fear_they_may_be_getting_the_better_of_us No_clear_winner_has_yet_emerged_in_the_fighting,_but_I_fear_they_may_be_getting_the_better_of_us.
str_no_clear_winner_has_yet_emerged_in_the_fighting No_clear_winner_has_yet_emerged_in_the_fighting.
str_s9_s14 {!}{s9}_{s14}
str_there_is_no_campaign_currently_in_progress There_is_no_campaign_currently_in_progress.
str_we_are_assembling_the_army We_are_assembling_the_army.
str_we_aim_to_take_the_fortress_of_s8 We_aim_to_take_the_fortress_of_{s8}.
str_we_are_on_a_raid_and_are_now_targeting_s8 We_are_on_a_raid,_and_are_now_targeting_{s8}.
str_we_are_trying_to_seek_out_and_defeat_s8 We_are_trying_to_seek_out_and_defeat_{s8}.
str_we_are_riding_to_the_defense_of_s8 We_are_riding_to_the_defense_of_{s8}.
str_we_are_gathering_for_a_feast_at_s8 We_are_gathering_for_a_feast_at_{s8}.
str__however_that_may_change_shortly_s14 _However,_that_may_change_shortly._{s14}
str_it_is_our_custom_to_seal_any_such_alliances_with_marriage_and_in_fact_we_have_been_looking_for_a_suitable_groom_for_my_s11_s14 It_is_our_custom_to_seal_any_such_alliances_with_marriage,_and_in_fact,_we_have_been_looking_for_a_suitable_{groom/bride}_for_my_{s11},_{s14}.
str_once_again_ once_again_
str_cheat__marriage_proposal Cheat_-_marriage_proposal
str_you_plan_to_marry_s4_as_you_have_no_family_in_calradia_he_will_organize_the_wedding_feast You_plan_to_marry_{s4}._As_you_have_no_family_in_the_known_world,_{she/he}_will_organize_the_wedding_feast.
str_s43_just_so_you_know_if_you_attack_me_you_will_be_in_violation_of_the_truce_you_signed_with_the_s34 {s43}_Just_so_you_know,_if_you_attack_me,_you_will_be_in_violation_of_the_truce_you_signed_with_the_{s34}
str_very_well__you_are_now_my_liege_as_well_as_my_husband We_can_keep_this_short:_you_are_now_my_liege,_as_well_as_my_{wife/husband},_with_all_the_mutual_obligations_which_that_entails.
str_i_thank_you_reg39my_ladylord I_thank_you,_{reg39?my_lady:lord}.
str_now_some_might_say_that_women_have_no_business_leading_mercenary_companies_but_i_suspect_that_you_would_prove_them_wrong_what_do_you_say Now,_some_might_say_that_{males/women}_have_no_business_leading_mercenary_companies,_but_I_suspect_that_you_would_prove_them_wrong._What_do_you_say?
str_what_do_you_say_to_entering_the_service_of_s9_as_a_mercenary_captain_i_have_no_doubt_that_you_would_be_up_to_the_task What_do_you_say_to_entering_the_service_of_{s9}_as_a_mercenary_captain?_I_have_no_doubt_that_you_would_be_up_to_the_task.
str_s9_asked_you_to_rescue_s13_who_is_prisoner_at_s24 {s9}_asked_you_to_rescue_{s13},_who_is_prisoner_at_{s24}.
str_s9_asked_you_to_attack_a_village_or_some_caravans_as_to_provoke_a_war_with_s13 {s9}_asked_you_to_attack_a_village_or_some_caravans_as_to_provoke_a_war_with_{s13}.
str_s9_asked_you_to_catch_the_three_groups_of_runaway_serfs_and_bring_them_back_to_s4_alive_and_breathing_he_said_that_all_three_groups_are_heading_towards_s3 {s9}_asked_you_to_catch_the_three_groups_of_runaway_slaves_and_bring_them_back_to_{s4},_alive_and_breathing._He_said_that_all_three_groups_are_heading_towards_{s3}.
str_ERROR__player_not_logged_as_groom {!}ERROR_-_Player_not_logged_as_groom
str_you_intend_to_bring_goods_to_s9_in_preparation_for_the_feast_which_will_be_held_as_soon_as_conditions_permit You_intend_to_bring_goods_to_{s9}_in_preparation_for_the_feast,_which_will_be_held_as_soon_as_conditions_permit.
str_hello_playername Hello,_{playername}
str_ah_my_gentle_playername_how_much_good_it_does_my_heart_to_see_you_again _How_much_good_it_does_my_heart_to_see_you_again!_Sometimes,_I_feel_that_there_is_a_mystic_bond_between_us_that_transcends_the_distance.
str_playername__i_am_so_glad_to_see_you_again_i_must_say_i_do_envy_your_freedom_to_ride_out_and_experience_the_world _I_must_say,_I_do_envy_your_freedom_to_ride_out_and_experience_the_world.
str_playername__i_am_so_glad_to_see_you_i_trust_that_you_have_been_behaving_honorably_since_last_we_met _I_trust_that_you_have_been_behaving_honorably_since_last_we_met.
str_playername__i_am_so_glad_that_you_were_able_to_come _I_am_so_glad_that_you_were_able_to_come.
str_i_do_enjoy_speaking_to_you_but_i_am_sure_you_understand_that_our_people_cluck_their_tongues_at_a_woman_to_spend_too_long_conversing_with_a_man_outside_her_family__although_the_heavens_know_its_never_the_man_who_is_held_to_blame_ I_do_enjoy_speaking_to_you._But_I_am_sure_you_understand_that_our_people_cluck_their_tongues_at_a_{reg65?woman:boy}_to_spend_too_long_conversing_with_a_{man/woman}_outside_{reg65?her:his}_family_--_although_the_Gods_know_it's_never_the_{man/woman}_who_is_held_to_blame._
str_as_much_as_i_enjoy_speaking_to_you_i_do_not_care_to_be_gossiped_about_by_others_who_might_lack_my_grace_and_beauty_ As_much_as_I_enjoy_speaking_to_you,_I_do_not_care_to_be_gossiped_about_by_others_who_might_lack_my_grace_and_beauty._
str_i_do_so_enjoy_speaking_to_you_but_as_a_daughter_of_one_of_the_great_families_of_this_land_i_must_set_an_example_of_propriety_ I_do_so_enjoy_speaking_to_you._But_as_a_{reg65?daughter:scion}_of_one_of_the_great_families_of_this_land,_I_must_set_an_example_of_propriety._
str_i_do_so_enjoy_speaking_to_you_but_as_a_daughter_of_good_family_i_must_protect_my_reputation_ I_do_so_enjoy_speaking_to_you._But_as_a_{reg65?daughter:son}_of_good_family,_I_must_protect_my_reputation._
str_although_it_is_kind_of_you_to_pay_me_such_attentions_i_suspect_that_you_might_find_other_ladies_who_may_be_more_inclined_to_return_your_affection Although_it_is_kind_of_you_to_pay_me_such_attentions,_I_suspect_that_you_might_find_other_{reg65?ladies:young_men}_who_may_be_more_inclined_to_return_your_affection.
str_as_flattered_as_i_am_by_your_attentions_perhaps_you_should_seek_out_another_lady_of_somewhat_shall_we_say_different_tastes As_flattered_as_I_am_by_your_attentions,_perhaps_you_should_seek_out_another_{reg65?lady:boy}_of_somewhat..._shall_we_say..._different_tastes.
str_as_flattered_as_i_am_by_your_attentions_i_am_a_daughter_of_good_family_and_must_be_aware_of_my_reputation_it_is_not_seemly_that_i_converse_too_much_at_one_time_with_one_man_i_am_sure_you_understand_now_if_you_will_excuse_me As_flattered_as_I_am_by_your_attentions,_I_am_a_{reg65?daughter:scion}_of_good_family_and_must_be_aware_of_my_reputation._It_is_not_seemly_that_I_converse_too_much_at_one_time_with_one_{man/woman}._I_am_sure_you_understand._Now,_if_you_will_excuse_me...
str_very_well__i_will_let_you_choose_the_time Very_well_--_I_will_let_you_choose_the_time.
str_good_i_am_glad_that_you_have_abandoned_the_notion_of_pushing_me_into_marriage_before_i_was_ready Good!_I_am_glad_that_you_have_abandoned_the_notion_of_pushing_me_into_marriage_before_I_was_ready.
str_rival_found_s4_reg0_relation {!}DEBUG_:_Rival_found:_{s4}_({reg0}_relation)
str_i_am I_am
str_s12_s11_to_s14 {s12}_{s11}_to_{s14}
str_s12 {!}{s12}.
str_s12_i_am_here_for_the_feast {s12}._I_am_here_for_the_feast.
str_another_tournament_dedication_oh_i_suppose_it_is_always_flattering Another_competition_dedication?_Oh,_I_suppose_it_is_always_flattering...
str_do_you_why_what_a_most_gallant_thing_to_say Do_you?_Why,_what_a_most_gallant_thing_to_say.
str_hmm_i_cannot_say_that_i_altogether_approve_of_such_frivolity_but_i_must_confess_myself_a_bit_flattered Hmm.._I_cannot_say_that_I_altogether_approve_of_such_frivolity,_but_I_must_confess_myself_a_bit_flattered.
str_why_thank_you_you_are_most_kind_to_do_so Why,_thank_you._You_are_most_kind_to_do_so.
str_you_are_most_courteous_and_courtesy_is_a_fine_virtue_ You_are_most_courteous,_and_courtesy_is_a_fine_virtue._
str_hmm_youre_a_bold_one_but_i_like_that_ Hmm._You're_a_bold_one,_but_I_like_that._
str_ah_well_they_all_say_that_but_no_matter_a_compliment_well_delivered_is_at_least_a_good_start_ Ah,_well,_they_all_say_that._But_no_matter._A_compliment_well_delivered_is_at_least_a_good_start._
str_oh_do_you_mean_that_such_a_kind_thing_to_say Oh!_Do_you_mean_that?_Such_a_kind_thing_to_say!
str_you_are_a_most_gallant_young_man_ You_are_a_most_gallant_young_{man/woman}._
str__do_come_and_see_me_again_soon _Do_come_and_see_me_again_soon.
str_you_intend_to_ask_s12_for_permission_to_marry_s15 You_intend_to_ask_{s12}_for_permission_to_marry_{s15}.
str_you_intend_to_ask_s12_to_pressure_s10_to_marry_you You_intend_to_ask_{s12}_to_pressure_{s10}_to_marry_you.
str_do_be_careful_i_am_so_much_endebted_to_you_for_this Do_be_careful!_I_am_so_much_endebted_to_you_for_this...
str_go_then__we_shall_see_which_of_you_triumphs Go,_then_--_we_shall_see_which_of_you_triumphs...
str_sigh_i_will_never_truly_understand_men_and_their_rash_actions Sigh..._I_will_never_truly_understand_{men/women},_and_their_rash_actions...
str_you_intend_to_challenge_s13_to_force_him_to_relinquish_his_suit_of_s11 You_intend_to_challenge_{s13}_to_force_{reg4?her:him}_to_relinquish_his_suit_of_{s11}.
str_farewell Farewell.
str_farewell_playername Farewell,_{playername}.
str___we_believe_that_there_is_money_to_be_made_selling_ __We_believe_that_there_is_money_to_be_made_selling_
str_s14s15_ {!}{s14}{s15},_
str__we_carry_a_selection_of_goods_although_the_difference_in_prices_for_each_is_not_so_great_we_hope_to_make_a_profit_off_of_the_whole _We_carry_a_selection_of_goods._Although_the_difference_in_prices_for_each_is_not_so_great,_we_hope_to_make_a_profit_off_of_the_whole.
str_s14and_other_goods {s14}and_other_goods.
str__have_you_not_signed_a_truce_with_our_lord _Have_you_not_signed_a_truce_with_our_lord?
str_parole parole
str_normal normal
str_s51 {!}{s51}
str__meanwhile_s51_reg2areis_being_held_in_the_castle_but_reg2havehas_made_pledges_not_to_escape_and_reg2areis_being_held_in_more_comfortable_quarters _Meanwhile,_{s51}_{reg2?are:is}_being_held_in_the_fortress,_but_{reg2?have:has}_made_pledges_not_to_escape,_and_{reg2?are:is}_being_held_in_more_comfortable_quarters.
str_you_may_be_aware_my_lord_of_the_quarrel_between_s4_and_s5_which_is_damaging_the_unity_of_this_realm_and_sapping_your_authority_if_you_could_persuade_the_lords_to_reconcile_it_would_boost_your_own_standing_however_in_taking_this_on_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rivals_side You_may_be_aware,_{sire/my_lady},_of_the_quarrel_between_{s4}_and_{s5}_which_is_damaging_the_unity_of_this_realm_and_sapping_your_authority._If_you_could_persuade_the_lords_to_reconcile,_it_would_boost_your_own_standing._However,_in_taking_this_on,_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rival's_side.
str_you_may_be_aware_my_lord_of_the_quarrel_between_s4_and_s5_which_is_damaging_the_unity_of_this_realm_and_sapping_your_authority_if_you_could_persuade_the_lords_to_reconcile_i_imagine_that_s7_would_be_most_pleased_however_in_taking_this_on_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rivals_side You_may_be_aware,_{my_lord/my_lady},_of_the_quarrel_between_{s4}_and_{s5}_which_is_damaging_the_unity_of_this_realm._If_you_could_persuade_the_lords_to_reconcile,_I_imagine_that_{s7}_would_be_most_pleased._However,_in_taking_this_on,_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rival's_side.
str__of_course_the_land_is_currently_at_peace_so_you_may_have_better_luck_in_other_realms _Of_course,_the_land_is_currently_at_peace,_so_you_may_have_better_luck_in_other_realms.
str_here here
str_over over
str_s8_in_s12 {s8}_in_{s12}
str__has_put_together_a_bounty_on_some_bandits_who_have_been_attacking_travellers_in_the_area _has_put_together_a_bounty_on_some_bandits_who_have_been_attacking_travellers_in_the_area.
str__is_looking_for_a_way_to_avoid_an_impending_war _is_looking_for_a_way_to_avoid_an_impending_war.
str__may_need_help_rescuing_an_imprisoned_family_member _may_need_help_rescuing_an_imprisoned_family_member.
str__has_been_asking_around_for_someone_who_might_want_work_id_watch_yourself_with_him_though _has_been_asking_around_for_someone_who_might_want_work._I'd_watch_yourself_with_{reg4?her:him},_though.
str_town town
str_castle fortress
str__but_he_is_holding_there_as_a_prisoner_at_dungeon_of_s13 _But_{reg4?she:he}_is_being_held_there_as_a_prisoner_in_the_{s13}_dungeon.
str_log_entry_type_reg4_for_s4_total_entries_reg5 {!}DEBUG_:_Log_entry_type:_{reg4}_for_{s4},_total_entries:_{reg5}
str_ERROR__reputation_type_for_s9_not_within_range {!}ERROR_-_reputation_type_for_{s9}_not_within_range
str_they_say_that_s9_is_a_most_conventional_maiden__devoted_to_her_family_of_a_kind_and_gentle_temperament_a_lady_in_all_her_way They_say_that_{s9}_is_a_most_conventional_{reg4?maiden:lad}_-_devoted_to_{reg4?her:his}_family,_of_a_kind_and_gentle_temperament,_a_{reg4?lady:young_gentleman}_in_all_{reg4?her:his}_way.
str_they_say_that_s9_is_a_bit_of_a_romantic_a_dreamer__of_a_gentle_temperament_yet_unpredictable_she_is_likely_to_be_led_by_her_passions_and_will_be_trouble_for_her_family_ill_wager They_say_that_{s9}_is_a_bit_of_a_romantic,_a_dreamer_--_of_a_gentle_temperament,_yet_unpredictable._{reg4?She:He}_is_likely_to_be_led_by_{reg4?her:his}_passions,_and_will_be_trouble_for_{reg4?her:his}_family,_I'll_wager.
str_they_say_that_s9_is_determined_to_marry_well_and_make_her_mark_in_the_world_she_may_be_a_tremendous_asset_for_her_husband__provided_he_can_satisfy_her_ambition They_say_that_{s9}_is_determined_to_marry_well_and_make_{reg4?her:his}_mark_in_the_world._{reg4?She:He}_may_be_a_tremendous_asset_for_{reg4?her_husband:his_wife}_--_provided_{reg4?he:she}_can_satisfy_{reg4?her:his}_ambition!
str_they_say_that_s9_loves_to_hunt_and_ride_maybe_she_wishes_she_were_a_man_whoever_she_marries_will_have_a_tough_job_keeping_the_upper_hand_i_would_say They_say_that_{s9}_loves_to_hunt_and_ride._Maybe_{reg4?she:he}_wishes_{reg4?she:he}_were_a_{reg4?man:woman}!_Whoever_{reg4?she:he}_marries_will_have_a_tough_job_keeping_the_upper_hand,_I_would_say.
str_they_say_that_s9_is_a_lady_of_the_highest_moral_standards_very_admirable_very_admirable__and_very_hard_to_please_ill_warrant They_say_that_{s9}_is_a_{reg4?lady:young_gentleman}_of_the_highest_moral_standards._Very_admirable,_very_admirable_--_and_very_hard_to_please,_I'll_warrant.
str_s9_is_now_betrothed_to_s11_soon_we_believe_there_shall_be_a_wedding {s9}_is_now_betrothed_to_{s11}._Soon,_we_believe,_there_shall_be_a_wedding!
str_i_have_not_heard_any_news_about_her I_have_not_heard_any_news_about_{reg4?her:him}.
str_searching_for_rumors_for_s9 {!}DEBUG_:_Searching_for_rumors_for_{s9}
str_they_say_that_s9_has_shown_favor_to_s11_perhaps_it_will_not_be_long_until_they_are_betrothed__if_her_family_permits They_say_that_{s9}_has_shown_favor_to_{s11}._Perhaps_it_will_not_be_long_until_they_are_betrothed_--_if_{reg4?her:his}_family_permits.
str_they_say_that_s9_has_been_forced_by_her_family_into_betrothal_with_s11 They_say_that_{s9}_has_been_forced_by_{reg4?her:his}_family_into_betrothal_with_{s11}.
str_they_say_that_s9_has_agreed_to_s11s_suit_and_the_two_are_now_betrothed They_say_that_{s9}_has_agreed_to_{s11}'s_suit,_and_the_two_are_now_betrothed.
str_they_say_that_s9_under_pressure_from_her_family_has_agreed_to_betrothal_with_s11 They_say_that_{s9},_under_pressure_from_{reg4?her:his}_family,_has_agreed_to_betrothal_with_{s11}.
str_they_say_that_s9_has_refused_s11s_suit They_say_that_{s9}_has_refused_{s11}'s_suit.
str_they_say_that_s11_has_tired_of_pursuing_s9 They_say_that_{s11}_has_tired_of_pursuing_{s9}.
str_they_say_that_s9s_family_has_forced_her_to_renounce_s11_whom_she_much_loved They_say_that_{s9}'s_family_has_forced_{reg4?her:him}_to_renounce_{s11},_whom_{reg4?she:he}_much_loved.
str_they_say_that_s9_has_run_away_with_s11_causing_her_family_much_grievance They_say_that_{s9}_has_run_away_with_{s11},_causing_{reg4?her:his}_family_much_grievance.
str_they_say_that_s9_and_s11_have_wed They_say_that_{s9}_and_{s11}_have_wed.
str_they_say_that_s9_was_recently_visited_by_s11_who_knows_where_that_might_lead They_say_that_{s9}_was_recently_visited_by_{s11}._Who_knows_where_that_might_lead!
str_there_is_not_much_to_tell_but_it_is_still_early_in_the_season There_is_not_much_to_tell,_but_it_is_still_early_in_the_season
str_ERROR_lady_selected_=_s9 {!}ERROR:_lady_selected_=_{s9}
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_but_it_has_been_going_on_for_a_couple_of_days_and_is_about_to_end_ {s12}There_is_a_feast_of_the_{s3}_in_progress_at_{s4},_but_it_has_been_going_on_for_a_couple_of_days_and_is_about_to_end._
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_which_should_last_for_at_least_another_day_ {s12}There_is_a_feast_of_the_{s3}_in_progress_at_{s4},_which_should_last_for_at_least_another_day._
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_which_has_only_just_begun_ {s12}There_is_a_feast_of_the_{s3}_in_progress_at_{s4},_which_has_only_just_begun._
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_which_has_only_just_begun_2 {s12}There_is_a_feast_of_the_{s3}_in_progress_at_{s4},_which_runs_for_one_day_by_now_and_will_likely_progress_for_a_couple_of_other_days._
str_not_at_this_time_no Not_at_this_time,_no.
str_s12the_great_lords_bring_their_daughters_and_sisters_to_these_occasions_to_see_and_be_seen_so_they_represent_an_excellent_opportunity_to_make_a_ladys_acquaintance {s12}The_great_lords_bring_their_daughters_and_sisters_to_these_occasions_to_see_and_be_seen,_so_they_represent_an_excellent_opportunity_to_make_a_lady's_acquaintance.
str_you_will_not_be_disappointed_sirmadam_you_will_not_find_better_warriors_in_all_calradia You_will_not_be_disappointed_{sir/madam}._You_will_not_find_better_warriors_in_all_the_known_world.
str_your_excellency your_excellency
str_s10_and_s11 {s10}_and_{s11}
str_your_loyal_subjects your_loyal_subjects
str_loyal_subjects_of_s10 loyal_subjects_of_{s10}
str_the the
str_we we
str_track_down_s7_and_defeat_him_defusing_calls_for_war_within_the_s11 Track_down_{s7}_and_defeat_him,_defusing_calls_for_war_within_the_{s11}.
str_track_down_the_s9_who_attacked_travellers_near_s8_then_report_back_to_the_town Track_down_the_{s9}_who_attacked_travellers_near_{s8},_then_report_back_to_the_town.
str_fire_time__reg0_cur_time__reg1 {!}DEBUG_:_fire_time_:_{reg0},_cur_time_:_{reg1}
str_fire_set_up_time_at_city_reg0_is_reg1 {!}fire_set_up_time_at_city_{reg0}_is_{reg1}
str_our_power__reg3__enemy_power__reg4 {!}our_power_:_{reg3},_enemy_power_:_{reg4}
str_do_you_wish_to_award_it_to_one_of_your_vassals Do_you_wish_to_award_it_to_one_of_your_generals?
str_who_do_you_wish_to_give_it_to Who_do_you_wish_to_give_it_to?
str_sire_my_lady_we_have_taken_s1_s2 {Sire/My_lady},_we_have_taken_{s1}._{s2}
str_s12i_want_to_have_s1_for_myself {s12}I_want_to_have_{s1}_for_myself._{s2}
str_fiefs_s0 (fiefs:_{s0})
str_reserved_001 {!}Reserved_001
str_production_setting_buy_from_market We_are_buying_raw_materials_from_the_market.
str_production_setting_buy_from_inventory We_are_only_using_the_raw_materials_in_our_inventory.
str_production_setting_produce_to_inventory We_are_putting_our_output_into_the_inventory.
str_production_setting_produce_to_market We_are_selling_our_output_directly_into_the_inventory.
str_feast_quest_expired You_were_unable_to_hold_a_feast_as_planned._Most_likely,_major_faction_campaigns_or_other_events_intervened._You_may_attempt_to_hold_the_feast_again,_if_you_wish.
str_mulberry_groves acres_of_mulberry_groves
str_olive_groves acres_of_olive_groves
str_acres_flax acres_of_flax_fields
str_enterprise_enemy_realm {Dominus/Domina},_you_are_an_enemy_of_this_realm._We_cannot_allow_you_to_buy_land_here.
str_intrigue_success_chance {!}Your_modified_relation:_{reg5},_{s4}'s_relation:_{reg4}
str_you_intend_to_denounce_s14_to_s13_on_behalf_of_s12 You_intend_to_privately_denounce_{s14}_to_{s13}_on_behalf_of_{s12}
str_you_intend_to_denounce_s14_to_his_face_on_behalf_of_s14 You_intend_to_openly_denounce_{s14}_to_his_face,_on_behalf_of_{s12}
str_you_intend_to_bring_gift_for_s14 You_intend_to_bring_velvet_and_jewelry_to_{s12}._Then,_speak_to_{s14},_to_see_if_{s12}_was_able_to_arrange_a_reconciliation.
str_we_will_gather_the_army_but_not_ride_until_we_have_an_objective We_will_gather_the_army,_but_not_ride_forth_until_we_have_an_objective.
str_we_shall_lay_siege_to_an_easy_fortress_to_capture We_are_concentrating_out_forces_on_their_most_vulnerable_fortress.
str_we_shall_strike_at_the_heart_of_our_foe_and_seize_the_fortress_of_s14 We_intend_to_strike_a_blow_which_will_do_them_the_greatest_damage.
str_we_shall_take_the_fortress_of_s14_which_appears_easily_defensible We_aim_to_take_a_fortress_which_is_easy_for_us_to_defend.
str_we_shall_cut_a_fiery_trail_through_their_richest_lands_to_draw_them_out_to_battle We_leave_a_fiery_trail_through_their_richest_lands_to_draw_them_out_to_battle.
str_strategy_criticism_rash I_believe_that_this_strategy_is_rash,_and_needlessly_exposes_our_forces_to_danger.
str_strategy_criticism_cautious I_believe_that_this_strategy_is_overly_cautious,_and_will_see_our_army_melt_away_from_boredom_without_us_achieving_any_successes.
str_tavernkeeper_invalid_quest _had_some_sort_of_business_going_on,_but_I'm_having_trouble_remembering_the_details.
str_faction_title_male_player {s0}
str_faction_title_male_1 Verehon_{s0}
str_faction_title_male_2 Vergobet_{s0}
str_faction_title_male_3 Strategos_{s0}
str_faction_title_male_4 Frijaz_{s0}
str_faction_title_male_5 Ganzarbara_{s0}
str_faction_title_male_6 Argbadh_{s0}
str_faction_title_male_7 {s0}
str_faction_title_male_8 Vergobet_{s0}
str_faction_title_male_9 Vergobet_{s0}
str_faction_title_male_10 Vergobet_{s0}
str_faction_title_male_11 Batesa_{s0}
str_faction_title_male_12 Batesa_{s0}
str_faction_title_male_13 Frijaz_{s0}
str_faction_title_male_14 Frijaz_{s0}
str_faction_title_male_15 Frijaz_{s0}
str_faction_title_male_16 Frijaz_{s0}
str_faction_title_male_17 Kohen_Gadol_{s0}
str_faction_title_male_18 Batesa_{s0}
str_faction_title_male_19 Tribunus_{s0}
str_faction_title_male_20 Ganzarbara_{s0}
str_faction_title_male_21 Ganzarbara_{s0}
str_faction_title_male_22 Ganzarbara_{s0}
str_faction_title_male_23 Morat_{s0}
str_faction_title_male_24 {s0}
str_faction_title_male_25 {s0}
str_faction_title_male_26 {s0}
str_faction_title_male_27 {s0}
str_faction_title_female_player Domina_{s0}
str_faction_title_female_1 {s0}
str_faction_title_female_2 {s0}
str_faction_title_female_3 {s0}
str_faction_title_female_4 {s0}
str_faction_title_female_5 {s0}
str_faction_title_female_6 {s0}
str_faction_title_female_7 Domina_{s0}
str_faction_title_female_8 {s0}
str_faction_title_female_9 {s0}
str_faction_title_female_10 {s0}
str_faction_title_female_11 {s0}
str_faction_title_female_12 {s0}
str_faction_title_female_13 {s0}
str_faction_title_female_14 {s0}
str_faction_title_female_15 {s0}
str_faction_title_female_16 {s0}
str_faction_title_female_17 {s0}
str_faction_title_female_18 {s0}
str_faction_title_female_19 {s0}
str_faction_title_female_20 {s0}
str_faction_title_female_21 {s0}
str_faction_title_female_22 {s0}
str_faction_title_female_23 Morto_{s0}
str_faction_title_female_24 Domina_{s0}
str_faction_title_female_25 Domina_{s0}
str_faction_title_female_26 Domina_{s0}
str_faction_title_female_27 Domina_{s0}
str_faction_leader_title_male_player Caesar_Augustus_{s0}
str_faction_leader_title_male_1 Regs_{s0}
str_faction_leader_title_male_2 Rig_{s0}
str_faction_leader_title_male_3 Basileus_{s0}
str_faction_leader_title_male_4 Kuningaz_{s0}
str_faction_leader_title_male_5 Shah_{s0}
str_faction_leader_title_male_6 Shahan_Shah_{s0}
